OBJECTID,objectid_old,billboard_tag_no,billboard_owner,billboard_owner_tag_no,system_number,district,route,county_milepost,cumulative_milepost,county,jurisdiction,status,reason,nhs,type,direction_of_travel,number_of_faces,illuminated,changeable,electronic_variable,condition,feet_from_row,zoning,property_owner,property_address,emergency_contact,x,y,excluded_type,inspected,created_user,created_date,last_edited_user,last_edited_date,x1,y1,globalid_1
304,158.0,02803,The Lamar Companies,024032,202.0,2.0,IR-580,25.75,,Washoe County,City,Conforming,,Interstate,Single Face,Southbound,1.0,Yes,No,No,Good,1.0,Zoned Commercial,Wells Cargo Inc.,,,-119.7900962,39.53549407,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573676756000.0,-119.7900962,39.53549407,{57C7450B-AC8B-4DE1-80B5-B87DC56BC827}
305,113.0,03234,Areana Outdoor Inc,,343.0,2.0,US 50A,2.11,,Lyon County,County,Conforming,,Interstate Highway,Single Face,Westbound,1.0,No,No,No,Average,5.0,Zoned Commercial,Sonterra Development Co LLC,,,-119.1896259,39.59774894,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574705135000.0,-119.1896259,39.59774894,{F6F6F836-603E-4073-B6FE-E2D0F21D9172}
306,172.0,03657,The Lamar Companies,021002,594.0,2.0,IR-580,19.27,,Washoe County,City,Conforming,,Interstate,Back to Back,Southbound,2.0,Yes,No,No,Good,200.0,Unzoned Commercial,Farahi Bahram (Qaulity Inn),,,-119.7745976,39.44764744,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574449968000.0,-119.7745976,39.44764744,{DDC2F078-9111-400C-8437-A6FCD7FC2F52}
307,63.0,03792,Yesco Outdoor Media,51074,693.0,2.0,IR-80,2.9,,Lyon County,County,Conforming,,Interstate,Back to Back,Westbound,2.0,Yes,No,No,Average,30.0,Unzoned Commercial,Galen & Margarett Hines,,,-119.2309486,39.61478022,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574809204000.0,-119.2309486,39.61478022,{EE34515E-161A-440B-A1B9-AD0D13EAEC95}
308,9.0,04825,Lamar,53042W,1533.0,2.0,US 50,12.16,,Carson City,City,Conforming,,Interstate Highway,Back to Back,Eastbound,2.0,Yes,No,No,Good,50.0,Zoned Commercial,Tri-Star Housing,,,-119.7460463,39.17301199,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574195044000.0,-119.7460463,39.17301199,{68453CA1-68B2-4778-9A06-E019A4CB82FE}
309,183.0,03377,The Lamar Companies,,426.0,2.0,IR-580,20.99,,Washoe County,City,Conforming,,Interstate,Back to Back,Northbound,2.0,Yes,No,No,Good,,Unzoned Commercial,Lawrence Gianninni,,,-119.7858711,39.47059356,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574460956000.0,-119.7858711,39.47059356,{00F69577-566E-44CA-937C-CCA0F0E116AE}
313,170.0,03117,The Lamar Companies,012172,296.0,2.0,IR-580,22.19,,Washoe County,City,Conforming,,Interstate,Back to Back,,2.0,Yes,No,No,Good,10.0,Unzoned Commercial,Fletcher Jones,,,-119.7862744,39.48614962,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574448883000.0,-119.7862744,39.48614962,{A25F9B86-AA50-462A-8E4E-AAD32C36B930}
314,55.0,02261,,,135.0,2.0,US 395,16.7,,Douglas County,County,Conforming,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Average,,,Arthur Settlemeyer,,,-119.6978163,38.89023344,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1639673341000.0,-119.6978163,38.89023344,{D5ABEDD7-8C40-4610-9230-B9EF54180D75}
319,130.0,04683,Areana Outdoor Inc,,5659.0,2.0,IR-80,13.82,,Pershing County,County,Conforming,,Interstate,V-Type,Westbound,2.0,No,No,No,Average,80.0,Zoned Industrial,Robert Kennerson ,,,-118.5134757,40.13554422,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574804223000.0,-118.5134757,40.13554422,{58E4E60A-517A-48C4-A57C-CAE31EB2939F}
321,38.0,04616,Hollyhock Ent LLC,,1459.0,2.0,US 50,18.47,,Churchill County,County,Conforming,,Interstate Highway,Back to Back,Eastbound,2.0,Yes,No,No,Average,2.0,Unzoned Commercial,Louis J Carrica,,,-118.8164895,39.48009942,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574709428000.0,-118.8164895,39.48009942,{5332AA18-F25E-4616-9A41-AD75E931A30B}
324,240.0,00633,The Lamar Companies,,40.0,2.0,IR-80,16.08,,Washoe County,City,Conforming,,Interstate,Stacked,Eastbound,4.0,No,No,No,Average,500.0,Zoned Commercial,Norris Fuel Co.,,,-119.7663252,39.53164271,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574698867000.0,-119.7663252,39.53164271,{78BCADC7-8492-476C-8F97-E1E1DA4A33E4}
328,231.0,02436,Stott Outdoor,,152.0,2.0,IR-80,14.43,,Washoe County,City,Conforming,,Interstate,Back to Back,Eastbound,2.0,Yes,No,No,Good,125.0,Unzoned Commercial,L Madsen,,,-119.79616,39.53614926,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573676208000.0,-119.79616,39.53614926,{66BA283E-5C6C-4A05-ABEE-D4C3814134EB}
336,144.0,03332,Saunders Outdoor Advertising,238,395.0,2.0,IR-80,19.59,,Pershing County,County,Conforming,,Interstate,Back to Back,Eastbound,2.0,Yes,No,No,Average,10.0,Unzoned Commercial,James Hess,,,-118.4385858,40.19555516,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574797611000.0,-118.4385858,40.19555516,{8D45D450-0453-4520-8CE5-BB111E1D9096}
338,,05022,GP Global,NA,5761.0,2.0,US 50A,,,Churchill County,County,,,Interstate Highway,Back to Back,Eastbound,2.0,Yes,No,,Good,90.0,Zoned Industrial,,,,,,Pending,Yes,BSlobe@dot.nv.gov,1568231256000.0,,1622044155000.0,,,{A4DBC424-A08E-4C03-84BA-D034BFF9007B}
345,,Pending,Lamar ,008091/008101,,2.0,Keystone Avenue,,,Washoe County,City,,,MAP 21,,Southbound,3.0,Yes,No,No,Good,1.0,Zoned Industrial,Wildflower LLC ,221 Keystone Ave ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570474607000.0,BSlobe@dot.nv.gov,1580755132000.0,,,{8ED33DFF-8EB6-4DDD-A811-E4A7E292C884}
349,,Pending ,Lamar,008351,,2.0,East Second Street,,,Washoe County,City,,,MAP 21,Back to Back,Eastbound,2.0,Yes,No,No,Good,1.0,Other,Tec Properties LLC,690 E. 2nd St. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570476816000.0,BSlobe@dot.nv.gov,1580754993000.0,,,{E2D835AB-EB50-4BA6-8FEA-BB32FF458DB0}
350,,Pending,,003291,,2.0,East Second Street,,,Washoe County,City,,,MAP 21,Single Face,Eastbound,1.0,Yes,No,No,Good,0.0,Other,Chew Family Trust,711 E. 2nd St. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570477120000.0,BSlobe@dot.nv.gov,1580754985000.0,,,{CA7CFF07-BDEB-4CF1-A39F-E5C4F08B3A33}
351,,Pending,Lamar,003001,,2.0,East Second Street,,,Washoe County,City,,,MAP 21,Single Face,Eastbound,1.0,Yes,No,No,Good,1.0,Other,David E & Katherine A Jackson ,826 E. 2nd St. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570477367000.0,BSlobe@dot.nv.gov,1580754975000.0,,,{75B18415-9DAF-4441-B4E6-CF29FEDE035C}
353,,Pending,Lamar ,,,2.0,East Moana Lane,,,Washoe County,City,,,MAP 21,V-Type,Westbound,2.0,Yes,No,No,Good,30.0,Zoned Commercial,RTC Washoe County,3501 S. Virginia St. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570742527000.0,BSlobe@dot.nv.gov,1580755214000.0,,,{250E8125-86EE-4529-BF87-DDDFD751FF26}
355,,Pending ,Lamar ,011261/011271,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,0.0,Zoned Commercial,NP Reno Convention Center LLC,0 Kietzke Ln. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570743343000.0,BSlobe@dot.nv.gov,1580755250000.0,,,{601C6B63-AC50-4B98-B78A-C67C02A95B9E}
359,,None NHS,OutFront Media,11076A/11077A,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Northbound,2.0,Yes,No,No,Good,10.0,Other,William & Patricia Garecht,14500 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571348009000.0,BSlobe@dot.nv.gov,1580755950000.0,,,{9FEB52F9-4E00-4350-A943-B478C2DD2764}
362,,None NHS,Lamar ,028062/028052,,2.0,US 395A,,,Washoe County,,,,,V-Type,Northbound,2.0,Yes,No,No,Good,2.0,Other,Steamboat Commerce Center LLC ,14800 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571348481000.0,BSlobe@dot.nv.gov,1580755967000.0,,,{0378596E-017D-4888-B767-E1274294CB4E}
366,,None NHS,OutFront Media ,11082/11083A,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Southbound,2.0,Yes,No,No,Average,4.0,Other,Dorothy Towne Trust,0 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571348984000.0,BSlobe@dot.nv.gov,1580756003000.0,,,{BC520C0A-4F5C-49C1-85B8-E632590E1A38}
367,,None NHS,OutFront Media ,11062A/03145A,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Northbound,2.0,Yes,No,No,Average,5.0,Other,Leslie Land Company LLC ,15820 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571349183000.0,BSlobe@dot.nv.gov,1580756010000.0,,,{611AAB7A-A30B-4112-8ACB-B9A3F49275BE}
369,,None NHS,Unknown Blank Board,NA,,2.0,US 395A,,,Washoe County,,,,,Single Face,Southbound,1.0,No,No,No,Bad,40.0,Other,Dorothy Towne Trust ,0 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571349367000.0,BSlobe@dot.nv.gov,1580756027000.0,,,{ACF9C814-13FB-48B0-8D61-CC21EB27DB9A}
370,,None NHS,OutFront Media ,07290N,,2.0,US 395A,,,Washoe County,,,,,Single Face,Southbound,1.0,No,No,No,Average,3.0,Other,Dorothy Towne Trust ,0 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571349494000.0,BSlobe@dot.nv.gov,1580756035000.0,,,{448F6169-2FB2-4830-8507-BDF8FF9D8BE8}
375,,On Premise,MHC 70 LLC ,NA,,2.0,US 395A,,,Washoe County,,,,,V-Type,Southbound,2.0,Yes,No,No,Average,5.0,Other,MHC 70 LLC ,205 US Highway 395 S. ,,,,On Premise,,BSlobe@dot.nv.gov,1571410899000.0,BSlobe@dot.nv.gov,1580756094000.0,,,{21266293-84FE-46FC-9FC3-DD1437D30C7C}
376,,None NHS,The Lamar Companies ,,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Southbound,3.0,Yes,No,No,Good,20.0,Other,Hershel Rosenbaum,435 US Highway 395 S. ,,,,Other,,BSlobe@dot.nv.gov,1571411212000.0,BSlobe@dot.nv.gov,1580756108000.0,,,{551C1F72-66BA-4118-9067-DDFDADDA1F0D}
377,,None NHS,Yesco,,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Southbound,2.0,Yes,No,No,Good,2.0,Other,Canine Rehab Center & Sanctuary Inc. ,555 US Highway 395A,,,,Other,,BSlobe@dot.nv.gov,1571411397000.0,BSlobe@dot.nv.gov,1580756123000.0,,,{CAA319F6-66F3-4C9A-800A-A726ABD75721}
378,,None NHS,OutFront Media ,,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Southbound,2.0,Yes,No,No,Good,10.0,Other,Atherton Living Trust,0 US Highway 395 S. ,,,,Other,,BSlobe@dot.nv.gov,1571411719000.0,BSlobe@dot.nv.gov,1580756134000.0,,,{E6044087-9BFC-4FC3-ADDF-C37914A87D76}
379,,Pending,Lamar ,001471/001481,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,No,No,Yes,Average,10.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571420452000.0,BSlobe@dot.nv.gov,1580755859000.0,,,{7C3C4954-FD30-4E9E-9AE3-BC2C3C7F9981}
386,,Pending ,Lamar ,021032,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Good,10.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571421514000.0,BSlobe@dot.nv.gov,1580850442000.0,,,{45EA21FA-4CA9-46B7-ACAA-DA0F67240BED}
387,,Pending ,Lamar ,001971,,2.0,US 395A,,,Washoe County,,,,MAP 21,Single Face,Southbound,1.0,Yes,No,No,Good,20.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571421595000.0,BSlobe@dot.nv.gov,1580850395000.0,,,{2F8599C8-3D6D-4B3A-BCB6-DBFAF59E27F2}
388,,Pending,Lamar ,021022/026052,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Good,2.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571421703000.0,BSlobe@dot.nv.gov,1580755647000.0,,,{15187448-1E06-4B05-A61B-DF3C0D44B405}
401,,Tribal,,,,2.0,US 95,,,Lyon County,County,Non-conforming,Tribal,Interstate Highway,Back to Back,Northbound,2.0,No,No,No,Good,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1572553870000.0,jroberts2@dot.nv.gov,1572553870000.0,,,{4BC49A8A-59A8-4624-8D14-B443E20702A6}
402,,Tribal ,,,,2.0,US 95,,,Mineral County,County,Non-conforming,Tribal ,Interstate Highway,Single Face,Southbound,1.0,No,No,No,Average,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1572554109000.0,jroberts2@dot.nv.gov,1572628851000.0,,,{5AFD7BCC-ECB1-4834-951E-C36C06BE87EB}
408,,On Premise ,DRI,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574371857000.0,jroberts2@dot.nv.gov,1574371857000.0,,,{537956DF-3635-45DD-9298-A8EFB194D515}
413,,On Premise ,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574376461000.0,jroberts2@dot.nv.gov,1574376461000.0,,,{45D00A33-20D2-441F-8F38-C55A404909D9}
416,,Illegal ,The Lamar Companies,,,2.0,US 395,,,,,,,,,Southbound,,,,,,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1574377723000.0,jroberts2@dot.nv.gov,1574377723000.0,,,{2AA5A726-7FFA-488C-8B91-B6DB7B2EC281}
417,,05083,The Lamar Companies ,,5759.0,2.0,IR-580,,,Washoe County,City,Conforming,Approved by Headquaters,Interstate,Back to Back,Northbound,2.0,Yes,No,No,Good,,Other,,,,,,Pending,,jroberts2@dot.nv.gov,1574458778000.0,,1634747890000.0,,,{30213535-364A-4367-90A2-DC9998395A9A}
418,,On Premise ,,,,,,,,,,,,,,Northbound,2.0,Yes,Yes,Yes,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574461887000.0,jroberts2@dot.nv.gov,1574462145000.0,,,{E053745D-2DB2-4B3F-A7D6-D2C1F3BBE78A}
419,,On Premise ,,,,,,,,,,,,,,Northbound,2.0,Yes,Yes,Yes,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574461911000.0,jroberts2@dot.nv.gov,1574462126000.0,,,{EFD40FDD-152B-4535-AA31-ADA8EEDB7F8C}
421,,On Premise ,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574462103000.0,jroberts2@dot.nv.gov,1574462103000.0,,,{CB508E88-87BA-45A8-ADE7-AF630FD6A891}
422,,Pending,Lamar,009421,,2.0,IR-580,,,Washoe County,City,Conforming,,Interstate,Back to Back,Northbound,3.0,No,No,No,Average,400.0,,,,,,,Illegal,,jroberts2@dot.nv.gov,1574462780000.0,BSlobe@dot.nv.gov,1581099290000.0,,,{FE5C068F-A10F-4A86-ADD8-CA73EC5CFFF3}
430,,Illegal ,,,,2.0,US 50,,,Churchill County,City,Non-conforming,Illegal ,Interstate Highway,Back to Back,Westbound,2.0,No,No,No,,,,,,,,,Other,,jroberts2@dot.nv.gov,1574710500000.0,jroberts2@dot.nv.gov,1574710500000.0,,,{05C840B4-C61F-4D0C-9760-C5D2F3746743}
433,,05017,GP Global,,5750.0,2.0,US 95,,,Mineral County,County,Conforming,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Good,5.0,,,,,,,Other,,jroberts2@dot.nv.gov,1574718896000.0,jroberts2@dot.nv.gov,1574718896000.0,,,{93E59AA7-A486-466A-A1F3-DF2926BFDCBF}
435,,Illegal ,,,,,US 95,,,,,,,,,,,,,,,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1574719650000.0,jroberts2@dot.nv.gov,1574719650000.0,,,{380548F5-8140-4A1A-8E5D-DC5C0DB8E55F}
438,,5015,Arena Outdoor ,,5752.0,2.0,IR-80,,100.95,Pershing County,County,Conforming,,Interstate,Single Face,Eastbound,1.0,No,No,No,Average,10.0,Zoned Industrial,,,,,,Other,,BSlobe@dot.nv.gov,1574794261000.0,BSlobe@dot.nv.gov,1574878370000.0,,,{2C693D16-72A7-4E18-84F8-A842F46F6734}
443,,4706,Arena,,5697.0,2.0,IR-80,14.25,,Pershing County,County,Conforming,,Interstate,Back to Back,Westbound,2.0,No,No,No,Average,60.0,,,,,,,Other,,BSlobe@dot.nv.gov,1574803530000.0,BSlobe@dot.nv.gov,1574803530000.0,,,{42CCBFC1-6087-4A27-9AF8-D6EA0FEECD14}
448,,4694,Arena Outdoor ,,5672.0,2.0,IR-80,10.99,,Pershing County,County,Conforming,,Interstate,V-Type,Westbound,2.0,No,No,No,Average,30.0,,,,,,,Other,,BSlobe@dot.nv.gov,1574805244000.0,BSlobe@dot.nv.gov,1574805244000.0,,,{95CBAE41-B0D5-4634-BC7B-D17582573FEA}
451,,5013,Arena Outdoor ,NA,5745.0,2.0,IR-80,16.75,,Pershing County,County,Conforming,,Interstate,V-Type,Westbound,2.0,Yes,No,No,Good,40.0,Zoned Industrial,,,,,,Other,,BSlobe@dot.nv.gov,1574880064000.0,BSlobe@dot.nv.gov,1578503343000.0,,,{02440C9F-5641-4DCE-92B9-C21FDC2724C2}
454,,04650,,,1493.0,2.0,SR 659,,17.27,Washoe County,City,Conforming,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Good,10.0,,,,,,,Other,,jroberts2@dot.nv.gov,1575492478000.0,,1604515596000.0,,,{CC62B648-EC00-429F-9ECB-C428223E1160}
459,,04930,The Lamar Companies ,026215,1619.0,2.0,SR 659,,17.95,Washoe County,City,Non-conforming,Switched to Electronic Variable ,Interstate Highway,Back to Back,Northbound,2.0,Yes,Yes,Yes,Good,20.0,,,,,,,Other,,jroberts2@dot.nv.gov,1575494515000.0,,1604515710000.0,,,{B457C9E2-DF8C-4731-B7D4-B629E6E20B47}
460,,04931,The Lamar Companies ,028032,1620.0,2.0,SR 659,,18.01,Washoe County,City,Conforming,,Interstate Highway,V-Type,Southbound,2.0,Yes,No,No,Good,10.0,,,,,,,Other,,jroberts2@dot.nv.gov,1575494674000.0,,1604515727000.0,,,{1D21DF50-8B22-415B-8ADE-AD6705C3C2D7}
461,,Tribal,Outfront Media ,66008A,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Good,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1575576656000.0,jroberts2@dot.nv.gov,1575576656000.0,,,{BEEF1AA0-2FEE-4083-8AE6-AF2BB3BF2CC9}
462,,Tribal ,Outfront Media ,66008D,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Average,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1575576762000.0,jroberts2@dot.nv.gov,1575576762000.0,,,{8FA1B388-352C-417D-94B2-DF88F7326C40}
473,,Tribal ,,,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Single Face,Northbound,1.0,Yes,No,No,Average,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1575578653000.0,jroberts2@dot.nv.gov,1575578653000.0,,,{68685A16-3719-4976-987E-ABF300BE29E7}
477,,Illegal ,Big Reds,,,2.0,SR 88,,,Douglas County,County,Non-conforming,No permit,MAP 21,Single Face,Northbound,1.0,No,No,No,Average,0.0,,,,,,,Illegal,,jroberts2@dot.nv.gov,1575580050000.0,jroberts2@dot.nv.gov,1575580050000.0,,,{0357FE7E-38C4-42D5-92DC-AD8398004FA9}
481,,Pending ,Lamar,037212,,2.0,Vista Boulevard,,,Washoe County,City,Conforming,,,V-Type,Southbound,2.0,Yes,Yes,Yes,Good,20.0,Zoned Industrial,,,,,,Map 21,,BSlobe@dot.nv.gov,1580153268000.0,BSlobe@dot.nv.gov,1580754870000.0,,,{2BD1E4F0-BD8B-46C1-A8F8-E501FBBF998A}
489,,,Kiley Ranch Lennar.com,,,2.0,SR 445,,,Washoe County,County,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,,,,,,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580505503000.0,BSlobe@dot.nv.gov,1580754493000.0,,,{77818AB4-73DA-4B03-8D74-B3F117A40F90}
491,,Illegal ,Kiley Ranch,,,2.0,SR 445,,,Washoe County,County,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,,,,,,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580505735000.0,BSlobe@dot.nv.gov,1580754512000.0,,,{B1E1DFB4-BCEF-4665-8E81-D4811167A5AA}
492,,Illegal ,Kiley Ranch,,,2.0,SR 445,,,Washoe County,County,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,No,,,,,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580505791000.0,BSlobe@dot.nv.gov,1580754523000.0,,,{E098AD58-2F03-4E6D-B796-B19F8EAEEC16}
493,,Illegal ,Kiley Ranch,,,2.0,SR 445,,,Washoe County,County,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,,,,,,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580505852000.0,BSlobe@dot.nv.gov,1580754543000.0,,,{BD74BE8A-2DAB-44F7-8ACB-E6668B9943BE}
494,,On Premise,Red Hawk,,,2.0,SR 445,,,Washoe County,City,Conforming,,MAP 21,Back to Back,Northbound,2.0,No,No,No,Average,3.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580506094000.0,BSlobe@dot.nv.gov,1580754560000.0,,,{F9ACFF03-1772-4944-823E-CAACD4F67EB1}
497,,Illegal,Ferrari Lund,,,2.0,SR 445,,,Washoe County,City,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Average,10.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580506342000.0,BSlobe@dot.nv.gov,1580754594000.0,,,{4A07C500-B8D0-49DE-9EB1-CCF7DD89F8FC}
503,,Illegal ,Green Mountain Janitorial,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Bad,30.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580507064000.0,BSlobe@dot.nv.gov,1580754719000.0,,,{BB831A17-504C-470E-8561-C84D1EC8DCD7}
504,,Illegal ,JR Electric LLC,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Bad,28.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580507150000.0,BSlobe@dot.nv.gov,1580754729000.0,,,{A310F1B2-9CA6-4B2C-B83C-A53208E1B7B2}
507,,Illegal ,All about chiropractic ,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Single Face,Northbound,3.0,No,No,No,Bad,20.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580507421000.0,BSlobe@dot.nv.gov,1580754759000.0,,,{D332EA3E-0995-47A0-AA5E-CB78197D7C94}
513,,Illegal ,RyderShadowRidge.com,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Back to Back,Northbound,1.0,No,No,No,Average,20.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580508321000.0,BSlobe@dot.nv.gov,1580754845000.0,,,{CCC916ED-26AB-4B3E-B1DE-B72A11812859}
522,,Pending,Clear Channel,02591,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Southbound,4.0,Yes,No,No,Average,3.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580764237000.0,BSlobe@dot.nv.gov,1580764330000.0,,,{47A44DA7-46B8-4DC9-9164-ACFEFA1FA61B}
523,,Pending,Lamar,012531/012521,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,4.0,Yes,No,No,Good,3.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580764426000.0,BSlobe@dot.nv.gov,1580764533000.0,,,{3144CA51-55BE-441F-A97E-B1F67F44C02F}
530,,Pending,Sierra Displays,,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Side by Side,Northbound,1.0,No,No,No,Good,2.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580765898000.0,BSlobe@dot.nv.gov,1580848286000.0,,,{3D247A52-E4CF-4E18-8CBF-BD757F61590C}
533,,Pending,Lamar,019911,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Single Face,Northbound,2.0,Yes,No,No,Average,20.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580766533000.0,BSlobe@dot.nv.gov,1580766611000.0,,,{512CA61F-D7E7-413D-8036-A3C2275401E3}
536,,,Shamrock Storage ,,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Single Face,Northbound,1.0,No,No,No,Bad,10.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580845857000.0,BSlobe@dot.nv.gov,1580845857000.0,,,{62118932-4A36-4511-99E1-BD65DB17B4C0}
540,,Pending,Fantasia Pet Resort,,,2.0,US 395A,,,Washoe County,City,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Average,80.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580846675000.0,BSlobe@dot.nv.gov,1580846675000.0,,,{0565BDCC-27B2-4634-A6BF-E367AB69F8A4}
541,,Pending,Lamar,003282,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,3.0,Yes,No,No,Average,30.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580846787000.0,BSlobe@dot.nv.gov,1580847211000.0,,,{6C3AD83E-EF41-4A1E-AB74-E4CB18BC8B23}
544,,Pending ,Lamar,010921,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Average,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580849626000.0,BSlobe@dot.nv.gov,1580849626000.0,,,{F6A636DE-66EE-4A7B-91AD-AD721484CCB5}
550,,Pending,Lamar ,,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,50.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580927288000.0,BSlobe@dot.nv.gov,1580927288000.0,,,{120B6C43-95D1-4413-9417-A9E47B6659ED}
