OBJECTID_CITY,LVBOARDS_,LVBOARDS_I,LON,LAT,SIGN_TYPE,STREET_NUM,STREET_DIR,STREET_NAM,PARCEL,PARCELOLD,APPLICANT,Pin Color Code,Pin Title ,SIGN_AREA,SIGN_HEIGH,TAG_NUM,APPLY_DATE,NOTES_SUP,NOTES_VAR,NOTES_RQR,NOTES,SIZE_,FIELD_CHEC,FREEWAY,APP_FIN,WARD_CITY,OWNER_MATCH_TYPE,OWNER_MATCH_CONFIDENCE,OWNER_MATCH_NOTES,OBJECTID_1,CALC_ACRES,ASSR_ACRES,LABEL_CLAS,PARCELTYPE,PRCLID,PRCLKEY,PRCLVER,PCLBOOK,PCLSEC,PCLPAGE,PCLSUBD,PCLNO,TAXDIST_SP,FDPHANTOM,FIREMAPNO,CENTRACT,SHAPE_LENG,PRECINCT,COMMISSION,ASSEMBLY,SENATE,CONGRESS,TAZ,AREA,PERIMETER,WARD_PARCEL,CNTY_IS,SHADE,ACRES,SQ_MILES,ZIP,OBJECTID_PARCEL,TAXDIST,OWNER,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,NAMETAG,ZIPCODE,COMNAME,STRNO,STRFRAC,STRDIR,STRNAME,STRTYPE,STRCITY,STRUNIT,COMMENT1,COMMENT2,FIXD,SUBTAG,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,LEGAL6,ASSDYR,CONSTYR,DOCDATE,FILLER1,DOCNO,DOCMULTI,DOCVEST,SALEPRICE,SALETYPE,SALEDATE,PORTION,BK1,BK2,SECTNO,TOWNSHIP,RANGE,LANDUSE,CAPACITY,LANDCD1,LANDACRE1,LANDVAL1,LANDCD2,LANDACRE2,LANDVAL2,IMPVAL,PRCD1,PRVAL1,PRCD2,PRVAL2,PRCD3,PRVAL3,EXMPCD,EXMPVAL,LYACRES,LYLNDVAL,LYIMPVAL,LYPPVAL,LYEXCD,LYEXVAL,LY2ACRES,LY2LNDVAL,LY2IMPVAL,LY2PPVAL,LY2EXCD,LY2EXVAL,OWNERNUM,OWNERDEN,ETALFLAG,UPDDATE,LASTUPDATE,LOTSQFT,OLDPARCEL,INACTPCL,INACTREF,FILLER2,PCLBOOK3,PCL5,PCL6,PCL8,OLDBOOK,OLDPCL,OLDPAGE,OLDLOT,OLDFILL,ZIPMAIN,ZIPLUS4,LOCATION,STR,ADBOOK,ADPAGE,ADDR_OWN,ADDRESS,INACTNEWPC,LUCODE,SHAPE_LE_1,Shape__Area,Shape__Length
12,16,1,-115.2047364,36.20873471,AA,2750,N,Decatur,13918302002,13918302002,Clear Channel Outdoor,Red,CC,672,40,0,3/20/1991,U-30-91, ,RQR-33320; U-30-91(1), ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,700886,0,1.1300000000000001,701,0,13918302002,701,701,139,18,3,02,002,200,2122-61,2122,3428,12854.37258,4000,D,3,3,4,353,,265026.2317,5,0,113,9805.190745,15.32061054,89108,297566,200,WIENS HOLDING L P,C/O M WIENS JR,5720 ARVILLE ST STE 115,LAS VEGAS NV 89118, , , ,891180000, ,2750, ,N,DECATUR,BLVD,LV, , , ,00000000, ,PT NW4 SW4 SEC 18 20 61, , , , , ,2027,0,20120730, ,2.01207E+12, ,NS,0, , , , , ,18,20,61,0,0, ,1,163667, ,0,0,0, ,0, ,0, ,0, ,0,0,159360,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13918302002,0, ,139,13918,139183,13918302,139,139183020,183,020,02,89118,0,002750   N DECATUR               BLVDL,1820  61,0000,0000,WIENS HOLDING L P               C/O M WIENS JR                  5720 ARVILLE ST STE 115         LAS VEGAS NV 89118,002750   N DECATUR               BLVD, ,0,965.9383497,49748.53906,965.9383496519937
13,17,7,-115.1995824,36.20304985, ,0, , ,13918403002,13918403001,LAMAR,Orange,LM,672,40,0, ,U-21-97, ,RQR-21509; U-21-97(1), ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,43358,0,0.59,701,0,13918403002,701,701,139,18,4,03,002,200,2122-94,2122,3428,12854.37258,4000,D,3,3,4,353,,265026.2317,5,0,113,9805.190745,15.32061054,89108,297574,200,BEST AMIGOS L L C,2905 W WASHINGTON AVE,LAS VEGAS NV 89107, , , , ,891070000, ,2401, ,N,RANCHO,DR,LV, , , ,00000000, ,PT SE4 SW4 SEC 18 20 61, , , , , ,2027,1965,20170104, ,2.01701E+12, ,NS,1100000,R,20170101, , , ,18,20,61,370000,1, ,1,121433, ,0,0,30028, ,0, ,0, ,0, ,0,0,110189,29634,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13918403002,0, ,139,13918,139184,13918403,139,139184030,184,030,02,89107,0,002401   N RANCHO                DR  L,1820  61,0000,0000,BEST AMIGOS L L C               2905 W WASHINGTON AVE           LAS VEGAS NV 89107,002401   N RANCHO                DR, ,370,691.4403335,28933.12891,691.4403335373956
14,18,6,-115.1965505,36.19966258,AA,2151,N,RANCHO,13919103002,13919103001,Clear Channel Outdoor,Red,CC,672,40,0, ,U-29-96, ,RQR-33341, ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,628381,0,1.17,701,0,13919103002,701,701,139,19,1,03,002,200,2222-25,2222,3429,17242.9657,4034,D,3,3,4,350,,265026.2317,5,0,113,9805.190745,15.32061054,89108,297630,200,RANCHO LAS VEGAS PROPERTY L L C,PO BOX 50620,IDAHO FALLS ID 83405, , , , ,834050000, ,2151, ,N,RANCHO,DR,LV, ,CC-20170407:2480, ,PM00830048        L1, ,PARCEL MAP FILE 83 PAGE 48,LOT 1, , , , ,2027,1997,20170407, ,2.01704E+12, ,NS,2150000,R,20170401, , , ,19,20,61,358000,1, ,1,392431, ,0,0,321172, ,0, ,0, ,0, ,0,0,356755,326543,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13919601002,0, ,139,13919,139191,13919103,139,139191030,191,030,02,83405,0,002151   N RANCHO                DR  L,1920  61,0083,0048,RANCHO LAS VEGAS PROPERTY L L C PO BOX 50620                    IDAHO FALLS ID 83405,002151   N RANCHO                DR, ,358,902.2570189,50983.24219,902.2570188655612
15,21,9,-115.1914195,36.19496927,AA,1998,N,RANCHO,13919714103,13919705001,Rancho Allen,Pink,PO,672,40,1722,10/3/1996,U-80-96, ,RQR-34410;RQR-18896; RQR-5741, ,14x48,1,300, ,5,ADDRESS,LOW,Matched via address best-effort (may be approximate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89106,,200,PRECEDENT PROPERTIES L L C,,,,,,,,,1998,,N,RANCHO,DR,,,,,,,,,,,,,,,,,,,,45196,,20250901,,,,,,,0,,,,14740,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001998   N RANCHO                DR,,,,,
16,22,8,-115.1926869,36.19545456, ,1999,N,Rancho,13919703005,13919703005,Clear Channel Outdoor,Red,CC,672,40,0, ,U-36-87, ,"RQR-23936; U-36-87(1),(2)&(3)", ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,810540,0,1.54,701,0,13919703005,701,701,139,19,7,03,005,200,2222-57,2222,3429,17242.9657,4529,D,6,4,4,350,,265026.2317,5,0,113,9805.190745,15.32061054,89106,299647,200,N P RANCHO L L C,C/O GENERAL COUNSEL,1505 SOUTH PAVILION CENTER DR,LAS VEGAS NV 89135-1403, , , ,891351403, ,1999, ,N,RANCHO,DR,LV, , , ,00000000, ,PT N2 SE4 SEC 19 20 61, , , , , ,2027,2004,20110617, ,2.01106E+12, ,NS,2100000,M,20020101, , , ,19,20,61,730000,1, ,2,258266, ,0,0,43092, ,0, ,0, ,0, ,0,0,234787,43168,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13919703005,0, ,139,13919,139197,13919703,139,139197030,197,030,05,89135,1403,001999   N RANCHO                DR  L,1920  61,0000,0000,N P RANCHO L L C                C/O GENERAL COUNSEL             1505 SOUTH PAVILION CENTER DR   LAS VEGAS NV 89135-1403,001999   N RANCHO                DR, ,730,1166.234745,66937.23828,1166.2114248845696
17,24,11,-115.1900759,36.19346954,AA,1852,N,RANCHO,13919714104,13919705001,Rancho Allen,Pink,PO,672,40,1723,10/3/1996,U-80-96, ,RQR-34410;RQR-18896; RQR-5741, ,14x48,1,300, ,5,ADDRESS,LOW,Matched via address best-effort (may be approximate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89106,,200,PRECEDENT PROPERTIES L L C,,,,,,,,,1852,,N,RANCHO,DR,,,,,,,,,,,,,,,,,,,,45196,,20250901,,,,,,,0,,,,12382,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001852   N RANCHO                DR,,,,,
18,26,3,-115.1892738,36.19175544,AA,1767,N,RANCHO,13919812018,13919812018,,Green,UK,672,40,404,7/19/1994,U-109-94, ,RQR-30162;RQR-2891, ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,664275,0,0,703,0,13919812018,703,703,139,19,8,12,018,200,2222-79,2222,3429,17242.9657,4529,D,6,4,4,350,,265026.2317,5,0,113,9805.190745,15.32061054,89106,300020,200,REESE REAL ESTATE & INVEST CO,PO BOX 708490,SANDY UT 84070, , , , ,840700000, ,1767, ,N,RANCHO,DR,LV, , , ,PB00020038PTB14   L2, ,EASTLAND HGTS PLAT #1 AMD,PLAT BOOK 2 PAGE 38,PT LOT 2 BLOCK 14, , , ,2027,1995,20140116, ,2.01401E+12, ,NS,575000,R,20140101, , , ,19,20,61,378000,1, ,0,78821, ,0,0,82760, ,0, ,0, ,0, ,0,0,71656,83676,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13919812018,0, ,139,13919,139198,13919812,139,139198120,198,120,18,84070,0,001767   N RANCHO                DR  L,1920  61,0002,0038,REESE REAL ESTATE & INVEST CO   PO BOX 708490                   SANDY UT 84070,001767   N RANCHO                DR, ,378,606.1365648,20314.81641,606.1365648407617
19,27,1,-115.1857455,36.18880789,AA,1600,N,RANCHO,13920411005,13920411005,LAMAR,Orange,LM,672,40,860,4/18/1995,U-314-94, ,RQR-22270; RQR-4242, ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,718717,0,0,703,0,13920411005,703,703,139,20,4,11,005,200,2223-91,2223,3431,11951.04611,4529,D,6,4,4,1308,,265026.2317,5,0,113,9805.190745,15.32061054,89106,300237,200,R H D H PROPERTIES L L C,5277 TRILLIUM BLVD,HOFFMAN ESTATES IL 60192, , , , ,601920000, ,1600, ,N,RANCHO,DR,LV, , , ,PB00020028PT      L5, ,SEBEC ACRES,PLAT BOOK 2 PAGE 28,PT LOT 5,& PT LOT 6, , ,2027,1979,20050125, ,2.00501E+12, ,NS,0, , , , , ,20,20,61,358000,1, ,0,96433, ,0,0,51222, ,0, ,0, ,0, ,0,0,87666,53759,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13920411005,0, ,139,13920,139204,13920411,139,139204110,204,110,05,60192,0,001600   N RANCHO                DR  L,2020  61,0002,0028,R H D H PROPERTIES L L C        5277 TRILLIUM BLVD              HOFFMAN ESTATES IL 60192,001600   N RANCHO                DR, ,358,634.6602486,18774.93945,634.6602486293582
20,28,4,-115.1780259,36.18018807,AA,840,N,Rancho,13929702002,13929702002,Outfront,Brown,OF,672,40,820,3/16/1995,U-319-94, ,RQR-31809; U-319-94(1), ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,507307,0,1.34,701,0,13929702002,701,701,139,29,7,02,002,207,2323-56,2323,201,19539.12989,4528,D,6,4,4,411,,265026.2317,5,0,113,9805.190745,15.32061054,89106,315903,207,840/844 RANCHO L L C,1125 CASHMAN DR,LAS VEGAS NV 89102-1911, , , , ,891021911, ,840, ,N,RANCHO,DR,LV, , , ,00000000, ,PT NW4 SE4 SEC 29 20 61, , , , , ,2027,0,20100322, ,2.01003E+12, ,NS,0, , , , , ,29,20,61,0,0, ,1,188973, ,0,0,0, ,0, ,0, ,0, ,0,0,173651,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13929702002,0, ,139,13929,139297,13929702,139,139297020,297,020,02,89102,1911,000840   N RANCHO                DR  L,2920  61,0000,0000,840/844 RANCHO L L C            1125 CASHMAN DR                 LAS VEGAS NV 89102-1911,000840   N RANCHO                DR, ,0,1118.309622,59976.48633,1118.3096215591604
21,29,8,-115.1770127,36.17925129, ,816,N,Rancho,13929704001,13929704001,LAMAR,Orange,LM,672,40,1239,12/6/1995,U-107-95, ,RQR-6250; RQR-1738, ,14x48,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,568429,0,0.79,701,0,13929704001,701,701,139,29,7,04,001,207,2323-66,2323,201,19539.12989,4528,D,6,4,4,411,,265026.2317,5,0,113,9805.190745,15.32061054,89106,315911,207,SELBY JOHN M & PENNY TRUST,SELBY PENNY TRS,C/O OREILLY AUTO STORES #2709,PO BOX 9167,SPRINGFIELD MO 65801, , ,658010000, ,816, ,N,RANCHO,DR,LV, , , ,PM00580005        L2, ,PARCEL MAP FILE 58 PAGE 5,LOT 2,& VAC RD, , , ,2027,1989,20051103, ,2.00511E+12, ,NS,875000,R,19960101, , , ,29,20,61,370000,1, ,1,126464, ,0,0,139923, ,0, ,0, ,0, ,0,0,114420,144586,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13929704001,0, ,139,13929,139297,13929704,139,139297040,297,040,01,65801,0,000816   N RANCHO                DR  L,2920  61,0058,0005,SELBY JOHN M & PENNY TRUST      SELBY PENNY TRS                 C/O OREILLY AUTO STORES #2709   PO BOX 9167                     SPRINGFIELD MO 65801,000816   N RANCHO                DR, ,370,752.2040169,34654.36914,752.2040168910294
22,30,7,-115.1766031,36.17759946, ,601,N,Rancho,13929703003,13929703003,Clear Channel Outdoor,Red,CC,672,40,0, ,U-34-66, , , ,14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,726945,0,0.35000000000000003,701,0,13929703003,701,701,139,29,7,03,003,207,2323-76,2323,101,28476.66851,4638,D,6,4,4,410,,265026.2317,5,0,113,9805.190745,15.32061054,89106,315910,207,M L P M L L C,9355 E STOCKTON BLVD STE 225,ELK GROVE CA 95624, , , , ,956240000, ,601, ,N,RANCHO,DR,LV, , , ,00000000, ,PT NW4 SE4 SEC 29 20 61, , , , , ,2027,1977,20211227, ,2.02112E+12, ,NS,1100000,R,20060701, , , ,29,20,61,360000,1, ,0,69369, ,0,0,28284, ,0, ,0, ,0, ,0,0,64033,29954,0, ,0,0,0,0,0, ,0,0,0,N,20250826,20250826,0, ,13929703003,0, ,139,13929,139297,13929703,139,139297030,297,030,03,95624,0,000601   N RANCHO                DR  L,2920  61,0000,0000,M L P M L L C                   9355 E STOCKTON BLVD STE 225    ELK GROVE CA 95624,000601   N RANCHO                DR, ,360,508.7681704,15060.0293,508.7681704302214
23,31,11,-115.1730262,36.17608776, ,2401,W,Bonanza,13929813005,13929801004,LAMAR,Orange,LM,672,0,0, , , , , ,14x48,1,750, ,5,ADDRESS,LOW,Matched via address best-effort (may be approximate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89106,,207,TWISTED WILLOW INVESTMENTS L L C,,,,,,,,,2401,,W,BONANZA,RD,,,,,,,,,,,,,,,,,,,,1600000,,20170301,,,,,,,355000,,,,292150,,,,285565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002401   W BONANZA               RD,,,,,
24,32,11,-115.1725678,36.15940571, ,2220,W,Charleston,13932804010,13932804010, ,Green,UK,672,40,0,11/10/1983, , , ,DONREY,14x48,0,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,747908,0.32100001,0.3,701,0,13932804010,701,701,139,32,8,04,010,200,2423-98,2423,203,19218.77425,4027,D,10,3,4,526,,161583.3057,1,0,83,11202.31054,17.50361022,89102,319757,200,KWIK-CHEK REALTY CO INC,C/O AV TAX DEPT #2052-17256,PO BOX 711,DALLAS TX 75221-0711, , , ,752210711, ,2220, ,W,CHARLESTON,BLVD,LV, ,BLDG REBUILT;RD 20191126:3569;.07A RD 2019112,2.729166667,00000000, ,PT SE4 SE4 SEC 32 20 61, , , , , ,2027,1974,20200116, ,2.02001E+12, ,NS,0, , , , , ,32,20,61,358000,1, ,0,121206, ,0,0,41128, ,0, ,0, ,0, ,0,0,121206,41050,0, ,0,0,0,0,0, ,0,0,0,N,20240617,20240617,0, ,030330042,0, ,139,13932,139328,13932804,139,139328040,328,040,10,75221,711,002220   W CHARLESTON            BLVDL,3220  61,0000,0000,KWIK-CHEK REALTY CO INC         C/O AV TAX DEPT #2052-17256     PO BOX 711                      DALLAS TX 75221-0711,002220   W CHARLESTON            BLVD, ,358,467.1177008,13975.66211,467.11770081386027
26,34,19,-115.2453827,36.21964137,AA,6704,W,Cheyene,13810816007,13810816007,LAMAR,Orange,LM,672,30,0, , ,V-155-96,V-155-96(1), ,14x48,1,750, ,4,APN,HIGH,Matched via APN/PARCEL exact join,683314,4.33699989,4.43,807,0,13810816007,807,807,138,10,8,16,007,200,1918-99,1918,3412,18534.86578,2004,B,3,3,4,226,,265026.2317,5,0,113,9805.190745,15.32061054,89108,211987,200,95 L L C,3711 REGULUS AVE STE 200,LAS VEGAS NV 89102, , , , ,891020000, ,6800, ,W,CHEYENNE,AVE,LV, ,.01A TO RD 20211222:3186, ,PB00370091PTB1    L1, ,CHEYENNE VILLAGE SHOPPING CENTER,PLAT BOOK 37 PAGE 91,PT LOT 1 BLOCK 1, , , ,2027,1985,20101105, ,2.01011E+12, ,NS,0, , , , , ,10,20,60,355000,1, ,4,607859, ,0,0,991873, ,0, ,0, ,0, ,0,0,540319,1017997,0, ,0,0,0,0,0, ,0,0,0,N,20240603,20240603,0, ,13810816006,0, ,138,13810,138108,13810816,138,138108160,108,160,07,89102,0,006800   W CHEYENNE              AVE L,1020  60,0037,0091,95 L L C                        3711 REGULUS AVE STE 200        LAS VEGAS NV 89102,006800   W CHEYENNE              AVE, ,355,3436.343775,188926.4082,3436.313591
27,35,16,-115.2439622,36.18996922,AA,1701,N,RAINBOW,13822812001,13822803001,LAMAR,Orange,LM,672,40,417,7/26/1994,U-55-89, ,"RQR-12174; U-55-89(1),(2)&(3)", ,14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,642422,0,14.09,807,0,13822812001,807,807,138,22,8,12,001,200,2218-89,2218,3422,17582.76641,2023,B,34,6,4,345,,265026.2317,5,0,113,9805.190745,15.32061054,89108,236759,200,JERMAC,C/O B PALLUCK,2655 S MARYLAND PKWY STE 201,LAS VEGAS NV 89109, , , ,891090000, ,1851, ,N,RAINBOW,BLVD,LV, ,SF 169-56, ,PB01370077        L1, ,ATHLETIC CLUB PLAZA,PLAT BOOK 137 PAGE 77,LOT 1, , , ,2027,2005,19980318, ,1.99803E+12, ,NS,0, , , , , ,22,20,60,345000,1, ,14,2577792, ,0,0,4804079, ,0, ,0, ,0, ,0,0,2362976,4810854,0, ,0,0,0,0,0, ,0,0,0,N,20250915,20250915,0, ,13822803001,0, ,138,13822,138228,13822812,138,138228120,228,120,01,89109,0,001851   N RAINBOW               BLVDL,2220  60,0137,0077,JERMAC                          C/O B PALLUCK                   2655 S MARYLAND PKWY STE 201    LAS VEGAS NV 89109,001851   N RAINBOW               BLVD, ,345,3466.068997,614067.4238,3466.0689973128237
28,36,15,-115.2450237,36.18829342, ,0, , ,13827501001,13827501001,LAMAR,Orange,LM,672,55,0, ,U-65-92, ,RQR-34975; RQR-21508; U-65-92(1)&(2), ,14x48,1,750, ,1,APN,HIGH,Matched via APN/PARCEL exact join,378756,6.66699982,6.7,701,0,13827501001,701,701,138,27,5,01,001,200,2318-18,2318,3003,17627.74367,3764,C,34,6,3,375,,161583.3057,1,0,83,11202.31054,17.50361022,89128,249848,200,ROCK SPRINGS 55 APTS L L C,6021 S FORT APACHE RD # 100,LAS VEGAS NV 89148, , , , ,891480000, ,1501, , ,ROCK SPRINGS,DR,LV, , , ,00000000, ,PT HOMESITE PLACER MINING CLAIM,& PT NE4 NE4 SEC 27 20 60, , , , ,2027,2019,20170706, ,2.01707E+12, ,NS,2700000,R,20151201, , , ,27,20,60,150001,220, ,7,2156000, ,0,0,10423272, ,0, ,0, ,0, ,0,0,2156000,10314800,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13827501001,0, ,138,13827,138275,13827501,138,138275010,275,010,01,89148,0,001501     ROCK SPRINGS          DR  L,2720  60,0000,0000,ROCK SPRINGS 55 APTS L L C      6021 S FORT APACHE RD # 100     LAS VEGAS NV 89148,001501     ROCK SPRINGS          DR, ,150,2171.937309,290413.1895,2171.937309116583
29,37,16,-115.2439266,36.18671933, ,1399, ,Rainbow,13827502007,13827502002, ,Green,UK,672,40,1435,4/22/1996,U-138-90,V-86-95,RQR-25872; V-86-95(1)&(2), ,14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,546944,0,1.93,701,0,13827502007,701,701,138,27,5,02,007,200,2318-29,2318,3104,12374.15899,2025,B,34,6,4,376,,161583.3057,1,0,83,11202.31054,17.50361022,89108,249852,200,E S S PRISA L L C,C/O PARADIGM TAX-ESS #0159,PO BOX 800729,DALLAS TX 75380, , , ,753800000, ,1399, ,N,RAINBOW,BLVD,LV, , , ,PM00600056        L1, ,PARCEL MAP FILE 60 PAGE 56,LOT 1,& PT NE4 NE4 SEC 27 20 60, , , ,2027,1989,20050726, ,2.00507E+12, ,NS,5659476,R,20050701, , , ,27,20,60,250000,90, ,2,411948, ,0,0,674553, ,0, ,0, ,0, ,0,0,382523,687578,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13827502006,0, ,138,13827,138275,13827502,138,138275020,275,020,07,75380,0,001399   N RAINBOW               BLVDL,2720  60,0060,0056,E S S PRISA L L C               C/O PARADIGM TAX-ESS #0159      PO BOX 800729                   DALLAS TX 75380,001399   N RAINBOW               BLVD, ,250,1310.850517,84533.54297,1310.8505170613957
30,38,6,-115.2262093,36.17465611, ,192,N,Wallace,13826801009,13826801009,Clear Channel Outdoor,Red,CC,672,65,0, , , , ,"SDR-35904;L-0343-05, moved US95 widening;L-4725-04",14x48,1,750,Finnaled,1,APN,HIGH,Matched via APN/PARCEL exact join,173218,0,0.56,701,0,13826801009,701,701,138,26,8,01,009,200,2319-99,2319,3102,16779.24642,2028,B,34,6,4,406,,161583.3057,1,0,83,11202.31054,17.50361022,89107,247549,200,STATE OF NEVADA TRANSPORTATION,C/O RIGHT-OF-WAY DIV,1263 S STEWART ST,CARSON CITY NV 89712, , , ,897120000, ,0, , , , ,LV, , , ,PM00820093        L2, ,PARCEL MAP FILE 82 PAGE 93,LOT 2, , , , ,2027,0,20060418, ,2.00604E+12, ,NS,0, , , , , ,26,20,60,0,0, ,1,0, ,0,0,0, ,0, ,0, ,0,55,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13826801007,0, ,138,13826,138268,13826801,138,138268010,268,010,09,89712,0,000000                               L,2620  60,0082,0093,STATE OF NEVADA TRANSPORTATION  C/O RIGHT-OF-WAY DIV            1263 S STEWART ST               CARSON CITY NV 89712,000000, ,0,659.0891714,24403.75977,659.0891714
31,40,26,-115.1688522,36.17661105,45,2017,W,Bonanza,13928401001,13928410023,Clear Channel Outdoor,Red,CC,672,70,0,5/20/2004,SUP-12936, ,RQR-28136,L-4724-04,14x48,1,750,Finalled,5,APN,HIGH,Matched via APN/PARCEL exact join,735150,0,0.38,701,0,13928401001,701,701,139,28,4,01,001,212,2324-81,2324,201,19539.12989,4528,D,6,4,4,412,,265026.2317,5,0,113,9805.190745,15.32061054,89106,313749,212,U-HAUL REAL ESTATE COMPANY,PO BOX 29046,PHOENIX AZ 85038-9046, , , , ,850389046, ,2021, ,W,BONANZA,RD,LV, , , ,00000000, ,PT SW4 SW4 SEC 28 20 61, , , , , ,2027,1982,19890717, ,1.98907E+12, ,NS,0, , , , , ,28,20,61,370000,1, ,0,43452, ,0,0,24197, ,0, ,0, ,0, ,0,0,40555,24902,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13928401001,0, ,139,13928,139284,13928401,139,139284010,284,010,01,85038,9046,002021   W BONANZA               RD  L,2820  61,0000,0000,U-HAUL REAL ESTATE COMPANY      PO BOX 29046                    PHOENIX AZ 85038-9046,002021   W BONANZA               RD, ,370,522.6917515,16150.11719,522.6917515289897
32,41,25,-115.1669533,36.17652211,45,1915,W,Bonanza,13928412001,13928401024,LAMAR,Orange,LM,672,40,0, , , , ,"L-4521-03, moved US 95 widening",14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,599659,0,9.77,807,0,13928412001,807,807,139,28,4,12,001,212,2324-83,2324,201,19539.12989,4528,D,6,4,4,412,,265026.2317,5,0,113,9805.190745,15.32061054,89106,313889,212,DON & PAUL L L C,8350 EASTGATE RD,HENDERSON NV 89015, , , , ,890150000, ,1785, ,W,BONANZA,RD,LV,B,"FR 139-28-401-002,003,024,025,411-001;+.21C", ,PB01350030        L1, ,AHERN RENTAL MERGER & RESUB,PLAT BOOK 135 PAGE 30,LOT 1, , , ,2027,1974,20040609, ,2.00406E+12, ,NS,0, , , , , ,28,20,61,240000,1, ,10,950322, ,0,0,1239452, ,0, ,0, ,0, ,0,0,782005,1243705,0, ,0,0,0,0,0, ,0,0,0,N,20250908,20250908,0, ,13928411001,0, ,139,13928,139284,13928412,139,139284120,284,120,01,89015,0,001785   W BONANZA               RD  L,2820  61,0135,0030,DON & PAUL L L C                8350 EASTGATE RD                HENDERSON NV 89015,001785   W BONANZA               RD, ,240,3813.940422,414064.6641,3813.940422354291
33,43,16,-115.1594353,36.17560731,45,0, , ,13928801003,13928801003,Clear Channel Outdoor,Red,CC,672,40,0, , , , , ,14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,394432,0,3.81,701,0,13928801003,701,701,139,28,8,01,003,203,2324-87,2324,301,35552.9138,4030,D,6,4,4,414,,265026.2317,5,0,113,9805.190745,15.32061054,89106,314395,203,LAS VEGAS REVIEW-JOURNAL INC,C/O S HALL CFO,1111 W BONANZA RD,LAS VEGAS NV 89106, , , ,891060000, ,1001, ,W,BONANZA,RD,LV, , , ,00000000, ,PT SW4 SE4 SEC 28 20 61, , , , , ,2027,1963,20170327, ,2.01703E+12, ,NS,16000000,M,20150301, , , ,28,20,61,610000,1, ,4,435656, ,0,0,179383, ,0, ,0, ,0, ,0,0,365951,175728,0, ,0,0,0,0,0, ,0,0,0,N,20250908,20250908,0, ,010630022,0, ,139,13928,139288,13928801,139,139288010,288,010,03,89106,0,001001   W BONANZA               RD  L,2820  61,0000,0000,LAS VEGAS REVIEW-JOURNAL INC    C/O S HALL CFO                  1111 W BONANZA RD               LAS VEGAS NV 89106,001001   W BONANZA               RD, ,610,1798.485437,165480.2598,1798.4854374785034
